monophyletic_group_code	Genes	Homolog group	Multiple sequence alignment	Phylogenetic tree	Species
F5730_MSL_G1	BOX15_Mlig001259g2, BOX15_Mlig008330g1, BOX15_Mlig008330g2, BOX15_Mlig008330g3	167281_Msl.8525.faa	167281_Msl.8525.faa.msa	167281_Msl.8525.faa.msa.tree.	M. lignano
F5731_MSL_G1	BOX15_Mlig012343g1, BOX15_Mlig013502g1	167282_Msl.8526.faa	167282_Msl.8526.faa.msa	167282_Msl.8526.faa.msa.tree.	M. lignano
F5732_MSL_G1	BOX15_Mlig030263g1, BOX15_Mlig028479g2, BOX15_Mlig023523g1	167283_Msl.8527.faa	167283_Msl.8527.faa.msa	167283_Msl.8527.faa.msa.tree.	M. lignano
F5733_MSL_G1	BOX15_Mlig006579g1, BOX15_Mlig020060g1, BOX15_Mlig002211g1	167284_Msl.8528.faa	167284_Msl.8528.faa.msa	167284_Msl.8528.faa.msa.tree.	M. lignano
F5734_MSL_G1	BOX15_Mlig019049g1, BOX15_Mlig019049g3, BOX15_Mlig019049g2	167285_Msl.8529.faa	167285_Msl.8529.faa.msa	167285_Msl.8529.faa.msa.tree.	M. lignano
F5735_MSL_G1	BOX15_Mlig015494g1, BOX15_Mlig033940g1	167286_Msl.8530.faa	167286_Msl.8530.faa.msa	167286_Msl.8530.faa.msa.tree.	M. lignano
F5736_MSL_G1	BOX15_Mlig000213g1, BOX15_Mlig000225g1	167288_Msl.8532.faa	167288_Msl.8532.faa.msa	167288_Msl.8532.faa.msa.tree.	M. lignano
F5737_MSL_G1	BOX15_Mlig032286g1, BOX15_Mlig014433g1	167289_Msl.8533.faa	167289_Msl.8533.faa.msa	167289_Msl.8533.faa.msa.tree.	M. lignano
F5738_MSL_G1	BOX15_Mlig006511g2, BOX15_Mlig006511g3	167292_Msl.8536.faa	167292_Msl.8536.faa.msa	167292_Msl.8536.faa.msa.tree.	M. lignano
F5739_MSL_G1	BOX15_Mlig012153g1, BOX15_Mlig012153g2	167300_Msl.8544.faa	167300_Msl.8544.faa.msa	167300_Msl.8544.faa.msa.tree.	M. lignano
F5740_MSL_G1	BOX15_Mlig022158g1, BOX15_Mlig022158g3	167310_Msl.8554.faa	167310_Msl.8554.faa.msa	167310_Msl.8554.faa.msa.tree.	M. lignano
F5741_MSL_G1	BOX15_Mlig033145g2, BOX15_Mlig002114g9, BOX15_Mlig033145g1, BOX15_Mlig002114g6, BOX15_Mlig014761g1, BOX15_Mlig034459g1, BOX15_Mlig017242g2, BOX15_Mlig002114g3	167311_Msl.8555.faa	167311_Msl.8555.faa.msa	167311_Msl.8555.faa.msa.tree.	M. lignano
F5742_MSL_G1	BOX15_Mlig030920g1, BOX15_Mlig015836g3, BOX15_Mlig015836g2	167312_Msl.8556.faa	167312_Msl.8556.faa.msa	167312_Msl.8556.faa.msa.tree.	M. lignano
F5743_MSL_G1	BOX15_Mlig018407g2, BOX15_Mlig018407g1	167314_Msl.8558.faa	167314_Msl.8558.faa.msa	167314_Msl.8558.faa.msa.tree.	M. lignano
F5744_MSL_G1	BOX15_Mlig030771g2, BOX15_Mlig030771g3	167315_Msl.8559.faa	167315_Msl.8559.faa.msa	167315_Msl.8559.faa.msa.tree.	M. lignano
F5745_MSL_G1	BOX15_Mlig000410g1, BOX15_Mlig000410g2	167317_Msl.8561.faa	167317_Msl.8561.faa.msa	167317_Msl.8561.faa.msa.tree.	M. lignano
F5746_MSL_G1	BOX15_Mlig006898g1, BOX15_Mlig006898g2	167319_Msl.8563.faa	167319_Msl.8563.faa.msa	167319_Msl.8563.faa.msa.tree.	M. lignano
F5747_MSL_G1	BOX15_Mlig017700g7, BOX15_Mlig017700g9	167322_Msl.8566.faa	167322_Msl.8566.faa.msa	167322_Msl.8566.faa.msa.tree.	M. lignano
F5748_MSL_G1	BOX15_Mlig022010g1, BOX15_Mlig011258g1	167323_Msl.8567.faa	167323_Msl.8567.faa.msa	167323_Msl.8567.faa.msa.tree.	M. lignano
F5749_MSL_G1	BOX15_Mlig001500g2, BOX15_Mlig032718g1, BOX15_Mlig022647g1, BOX15_Mlig011267g2, BOX15_Mlig032718g2, BOX15_Mlig024724g2, BOX15_Mlig032718g3, BOX15_Mlig032718g4, BOX15_Mlig023733g2	167324_Msl.8568.faa	167324_Msl.8568.faa.msa	167324_Msl.8568.faa.msa.tree.	M. lignano
F5750_MSL_G1	BOX15_Mlig000031g2, BOX15_Mlig020722g1	167326_Msl.8570.faa	167326_Msl.8570.faa.msa	167326_Msl.8570.faa.msa.tree.	M. lignano
F5751_MSL_G1	BOX15_Mlig033177g3, BOX15_Mlig033177g1, BOX15_Mlig033177g2	167327_Msl.8571.faa	167327_Msl.8571.faa.msa	167327_Msl.8571.faa.msa.tree.	M. lignano
F5752_MSL_G1	BOX15_Mlig032136g1, BOX15_Mlig011118g2, BOX15_Mlig024193g2	167328_Msl.8572.faa	167328_Msl.8572.faa.msa	167328_Msl.8572.faa.msa.tree.	M. lignano
F5753_MSL_G1	BOX15_Mlig009728g1, BOX15_Mlig009952g1	167329_Msl.8573.faa	167329_Msl.8573.faa.msa	167329_Msl.8573.faa.msa.tree.	M. lignano
F5754_MSL_G1	BOX15_Mlig029806g2, BOX15_Mlig029806g3	167330_Msl.8574.faa	167330_Msl.8574.faa.msa	167330_Msl.8574.faa.msa.tree.	M. lignano
F5755_MSL_G1	BOX15_Mlig033969g1, BOX15_Mlig007858g1	167332_Msl.8576.faa	167332_Msl.8576.faa.msa	167332_Msl.8576.faa.msa.tree.	M. lignano
F5756_MSL_G1	BOX15_Mlig023352g1, BOX15_Mlig028783g1, BOX15_Mlig003367g2	167333_Msl.8577.faa	167333_Msl.8577.faa.msa	167333_Msl.8577.faa.msa.tree.	M. lignano
F5757_MSL_G1	BOX15_Mlig018479g4, BOX15_Mlig005628g2, BOX15_Mlig018479g2	167334_Msl.8578.faa	167334_Msl.8578.faa.msa	167334_Msl.8578.faa.msa.tree.	M. lignano
F5758_MSL_G1	BOX15_Mlig012852g3, BOX15_Mlig021906g5, BOX15_Mlig019077g3	167335_Msl.8579.faa	167335_Msl.8579.faa.msa	167335_Msl.8579.faa.msa.tree.	M. lignano
F5759_MSL_G1	BOX15_Mlig013105g1, BOX15_Mlig010297g1, BOX15_Mlig008716g1	167337_Msl.8581.faa	167337_Msl.8581.faa.msa	167337_Msl.8581.faa.msa.tree.	M. lignano
F5760_MSL_G1	BOX15_Mlig012012g1, BOX15_Mlig018056g1, BOX15_Mlig020174g1, BOX15_Mlig003881g1, BOX15_Mlig010384g1, BOX15_Mlig010384g2, BOX15_Mlig011758g1	167341_Msl.8585.faa	167341_Msl.8585.faa.msa	167341_Msl.8585.faa.msa.tree.	M. lignano
F5761_MSL_G1	BOX15_Mlig030166g1, BOX15_Mlig013425g1	167342_Msl.8586.faa	167342_Msl.8586.faa.msa	167342_Msl.8586.faa.msa.tree.	M. lignano
F5762_MSL_G1	BOX15_Mlig033159g1, BOX15_Mlig032665g1, BOX15_Mlig019027g1	167343_Msl.8587.faa	167343_Msl.8587.faa.msa	167343_Msl.8587.faa.msa.tree.	M. lignano
F5763_MSL_G1	BOX15_Mlig029399g3, BOX15_Mlig029399g2	167344_Msl.8588.faa	167344_Msl.8588.faa.msa	167344_Msl.8588.faa.msa.tree.	M. lignano
F5764_MSL_G1	BOX15_Mlig012852g1, BOX15_Mlig019077g1, BOX15_Mlig021906g1	167357_Msl.8601.faa	167357_Msl.8601.faa.msa	167357_Msl.8601.faa.msa.tree.	M. lignano
F5766_MSL_G1	BOX15_Mlig025617g2, BOX15_Mlig019423g1	167366_Msl.8610.faa	167366_Msl.8610.faa.msa	167366_Msl.8610.faa.msa.tree.	M. lignano
F5767_MSL_G1	BOX15_Mlig004864g2, BOX15_Mlig000362g1, BOX15_Mlig000362g3	167369_Msl.8613.faa	167369_Msl.8613.faa.msa	167369_Msl.8613.faa.msa.tree.	M. lignano
F5768_MSL_G1	BOX15_Mlig019669g7, BOX15_Mlig019669g5	167370_Msl.8614.faa	167370_Msl.8614.faa.msa	167370_Msl.8614.faa.msa.tree.	M. lignano
F5769_MSL_G1	BOX15_Mlig009844g3, BOX15_Mlig026541g3, BOX15_Mlig026541g2, BOX15_Mlig026541g5	167371_Msl.8615.faa	167371_Msl.8615.faa.msa	167371_Msl.8615.faa.msa.tree.	M. lignano
F5770_MSL_G1	BOX15_Mlig025996g2, BOX15_Mlig025996g1	167373_Msl.8617.faa	167373_Msl.8617.faa.msa	167373_Msl.8617.faa.msa.tree.	M. lignano
F5771_MSL_G1	BOX15_Mlig001205g1, BOX15_Mlig004108g1, BOX15_Mlig025405g12, BOX15_Mlig001205g2, BOX15_Mlig020904g1, BOX15_Mlig007916g1	167379_Msl.8623.faa	167379_Msl.8623.faa.msa	167379_Msl.8623.faa.msa.tree.	M. lignano
F5772_MSL_G1	BOX15_Mlig002255g1, BOX15_Mlig008711g1	167380_Msl.8624.faa	167380_Msl.8624.faa.msa	167380_Msl.8624.faa.msa.tree.	M. lignano
F5773_MSL_G1	BOX15_Mlig023983g1, BOX15_Mlig003820g1	167383_Msl.8627.faa	167383_Msl.8627.faa.msa	167383_Msl.8627.faa.msa.tree.	M. lignano
F5774_MSL_G1	BOX15_Mlig017946g2, BOX15_Mlig032278g1, BOX15_Mlig013021g1, BOX15_Mlig032278g2, BOX15_Mlig017946g3, BOX15_Mlig013021g3, BOX15_Mlig013021g2, BOX15_Mlig017946g1	167386_Msl.8630.faa	167386_Msl.8630.faa.msa	167386_Msl.8630.faa.msa.tree.	M. lignano
F5775_MSL_G1	BOX15_Mlig014832g3, BOX15_Mlig033643g1, BOX15_Mlig027795g1, BOX15_Mlig009284g2, BOX15_Mlig009284g1, BOX15_Mlig027795g2	167387_Msl.8631.faa	167387_Msl.8631.faa.msa	167387_Msl.8631.faa.msa.tree.	M. lignano
F5776_MSL_G1	BOX15_Mlig034048g2, BOX15_Mlig034048g1	167391_Msl.8635.faa	167391_Msl.8635.faa.msa	167391_Msl.8635.faa.msa.tree.	M. lignano
F5777_MSL_G1	BOX15_Mlig029456g2, BOX15_Mlig029456g1	167395_Msl.8639.faa	167395_Msl.8639.faa.msa	167395_Msl.8639.faa.msa.tree.	M. lignano
F5778_MSL_G1	BOX15_Mlig028321g1, BOX15_Mlig021743g1	167396_Msl.8640.faa	167396_Msl.8640.faa.msa	167396_Msl.8640.faa.msa.tree.	M. lignano
F5779_MSL_G1	BOX15_Mlig027601g1, BOX15_Mlig027601g2	167397_Msl.8641.faa	167397_Msl.8641.faa.msa	167397_Msl.8641.faa.msa.tree.	M. lignano
F5780_MSL_G1	BOX15_Mlig012126g2, BOX15_Mlig012126g1	167398_Msl.8642.faa	167398_Msl.8642.faa.msa	167398_Msl.8642.faa.msa.tree.	M. lignano
F5781_MSL_G1	BOX15_Mlig012978g2, BOX15_Mlig012978g3, BOX15_Mlig012978g1	167399_Msl.8643.faa	167399_Msl.8643.faa.msa	167399_Msl.8643.faa.msa.tree.	M. lignano
F5782_MSL_G1	BOX15_Mlig018304g2, BOX15_Mlig018304g3	167402_Msl.8646.faa	167402_Msl.8646.faa.msa	167402_Msl.8646.faa.msa.tree.	M. lignano
F5783_MSL_G1	BOX15_Mlig021991g1, BOX15_Mlig033595g2, BOX15_Mlig033595g1, BOX15_Mlig008789g1, BOX15_Mlig001993g1, BOX15_Mlig030624g1	167403_Msl.8647.faa	167403_Msl.8647.faa.msa	167403_Msl.8647.faa.msa.tree.	M. lignano
F5784_MSL_G1	BOX15_Mlig019540g1, BOX15_Mlig019540g3	167404_Msl.8648.faa	167404_Msl.8648.faa.msa	167404_Msl.8648.faa.msa.tree.	M. lignano
F5785_MSL_G1	BOX15_Mlig018125g2, BOX15_Mlig018125g4, BOX15_Mlig018125g6, BOX15_Mlig018125g1, BOX15_Mlig018125g5, BOX15_Mlig012677g2, BOX15_Mlig012677g1, BOX15_Mlig018125g3	167411_Msl.8655.faa	167411_Msl.8655.faa.msa	167411_Msl.8655.faa.msa.tree.	M. lignano
F5786_MSL_G1	BOX15_Mlig022951g3, BOX15_Mlig022951g1, BOX15_Mlig022951g2	167412_Msl.8656.faa	167412_Msl.8656.faa.msa	167412_Msl.8656.faa.msa.tree.	M. lignano
F5787_MSL_G1	BOX15_Mlig021298g1, BOX15_Mlig025880g1	167415_Msl.8659.faa	167415_Msl.8659.faa.msa	167415_Msl.8659.faa.msa.tree.	M. lignano
F5788_MSL_G1	BOX15_Mlig031814g1, BOX15_Mlig010051g1, BOX15_Mlig027398g1	167418_Msl.8662.faa	167418_Msl.8662.faa.msa	167418_Msl.8662.faa.msa.tree.	M. lignano
F5789_MSL_G1	BOX15_Mlig016269g3, BOX15_Mlig016269g2	167419_Msl.8663.faa	167419_Msl.8663.faa.msa	167419_Msl.8663.faa.msa.tree.	M. lignano
F5790_MSL_G1	BOX15_Mlig028197g2, BOX15_Mlig021617g2, BOX15_Mlig005282g2	167422_Msl.8666.faa	167422_Msl.8666.faa.msa	167422_Msl.8666.faa.msa.tree.	M. lignano
F5791_MSL_G1	BOX15_Mlig019185g1, BOX15_Mlig018297g4, BOX15_Mlig033735g2	167424_Msl.8668.faa	167424_Msl.8668.faa.msa	167424_Msl.8668.faa.msa.tree.	M. lignano
F5792_MSL_G1	BOX15_Mlig013007g6, BOX15_Mlig013007g2, BOX15_Mlig013007g4	167427_Msl.8671.faa	167427_Msl.8671.faa.msa	167427_Msl.8671.faa.msa.tree.	M. lignano
F5793_MSL_G1	BOX15_Mlig013766g2, BOX15_Mlig013766g3	167432_Msl.8676.faa	167432_Msl.8676.faa.msa	167432_Msl.8676.faa.msa.tree.	M. lignano
F5794_MSL_G1	BOX15_Mlig014953g3, BOX15_Mlig014953g2, BOX15_Mlig014953g1	167435_Msl.8679.faa	167435_Msl.8679.faa.msa	167435_Msl.8679.faa.msa.tree.	M. lignano
F5795_MSL_G1	BOX15_Mlig028264g1, BOX15_Mlig026466g1, BOX15_Mlig011135g1, BOX15_Mlig003346g2, BOX15_Mlig030350g1, BOX15_Mlig003346g1, BOX15_Mlig026466g2	167446_Msl.8690.faa	167446_Msl.8690.faa.msa	167446_Msl.8690.faa.msa.tree.	M. lignano
F5796_MSL_G1	BOX15_Mlig024649g1, BOX15_Mlig024649g2, BOX15_Mlig014934g1, BOX15_Mlig014934g2	167448_Msl.8692.faa	167448_Msl.8692.faa.msa	167448_Msl.8692.faa.msa.tree.	M. lignano
F5797_MSL_G1	BOX15_Mlig028898g1, BOX15_Mlig028898g3, BOX15_Mlig028898g2	167449_Msl.8693.faa	167449_Msl.8693.faa.msa	167449_Msl.8693.faa.msa.tree.	M. lignano
F5798_MSL_G1	BOX15_Mlig001294g3, BOX15_Mlig001294g1, BOX15_Mlig001294g4	167451_Msl.8695.faa	167451_Msl.8695.faa.msa	167451_Msl.8695.faa.msa.tree.	M. lignano
F5799_MSL_G1	BOX15_Mlig026023g1, BOX15_Mlig004840g1, BOX15_Mlig026023g2	167452_Msl.8696.faa	167452_Msl.8696.faa.msa	167452_Msl.8696.faa.msa.tree.	M. lignano
F5800_MSL_G1	BOX15_Mlig000795g4, BOX15_Mlig000795g3, BOX15_Mlig000795g1	167453_Msl.8697.faa	167453_Msl.8697.faa.msa	167453_Msl.8697.faa.msa.tree.	M. lignano
F5801_MSL_G1	BOX15_Mlig005043g2, BOX15_Mlig029932g3, BOX15_Mlig029932g1	167456_Msl.8700.faa	167456_Msl.8700.faa.msa	167456_Msl.8700.faa.msa.tree.	M. lignano
F5802_MSL_G1	BOX15_Mlig005043g1, BOX15_Mlig029932g2	167458_Msl.8702.faa	167458_Msl.8702.faa.msa	167458_Msl.8702.faa.msa.tree.	M. lignano
F5803_MSL_G1	BOX15_Mlig011908g11, BOX15_Mlig011908g8, BOX15_Mlig030247g3	167459_Msl.8703.faa	167459_Msl.8703.faa.msa	167459_Msl.8703.faa.msa.tree.	M. lignano
F5804_MSL_G1	BOX15_Mlig020989g1, BOX15_Mlig030247g1, BOX15_Mlig011908g7	167460_Msl.8704.faa	167460_Msl.8704.faa.msa	167460_Msl.8704.faa.msa.tree.	M. lignano
F5805_MSL_G1	BOX15_Mlig026553g5, BOX15_Mlig026553g2, BOX15_Mlig024492g2	167462_Msl.8706.faa	167462_Msl.8706.faa.msa	167462_Msl.8706.faa.msa.tree.	M. lignano
F5806_MSL_G1	BOX15_Mlig026553g3, BOX15_Mlig026553g6, BOX15_Mlig024492g3	167463_Msl.8707.faa	167463_Msl.8707.faa.msa	167463_Msl.8707.faa.msa.tree.	M. lignano
F5807_MSL_G1	BOX15_Mlig001736g1, BOX15_Mlig001736g5, BOX15_Mlig001736g6, BOX15_Mlig001736g3, BOX15_Mlig001736g2	167465_Msl.8709.faa	167465_Msl.8709.faa.msa	167465_Msl.8709.faa.msa.tree.	M. lignano
F5808_MSL_G1	BOX15_Mlig027340g1, BOX15_Mlig018094g1, BOX15_Mlig013914g2	167466_Msl.8710.faa	167466_Msl.8710.faa.msa	167466_Msl.8710.faa.msa.tree.	M. lignano
F5809_MSL_G1	BOX15_Mlig034342g1, BOX15_Mlig034342g3, BOX15_Mlig034342g4	167467_Msl.8711.faa	167467_Msl.8711.faa.msa	167467_Msl.8711.faa.msa.tree.	M. lignano
F5810_MSL_G1	BOX15_Mlig016132g1, BOX15_Mlig007358g1	167468_Msl.8712.faa	167468_Msl.8712.faa.msa	167468_Msl.8712.faa.msa.tree.	M. lignano
F5811_MSL_G1	BOX15_Mlig023129g2, BOX15_Mlig023129g3, BOX15_Mlig023129g1	167470_Msl.8714.faa	167470_Msl.8714.faa.msa	167470_Msl.8714.faa.msa.tree.	M. lignano
F5812_MSL_G1	BOX15_Mlig015275g1, BOX15_Mlig022620g1, BOX15_Mlig030260g3, BOX15_Mlig013434g1, BOX15_Mlig030457g1, BOX15_Mlig013434g2, BOX15_Mlig020782g1	167471_Msl.8715.faa	167471_Msl.8715.faa.msa	167471_Msl.8715.faa.msa.tree.	M. lignano
F5813_MSL_G1	BOX15_Mlig008495g1, BOX15_Mlig002166g3	167473_Msl.8717.faa	167473_Msl.8717.faa.msa	167473_Msl.8717.faa.msa.tree.	M. lignano
F5814_MSL_G1	BOX15_Mlig013287g4, BOX15_Mlig001099g2	167479_Msl.8723.faa	167479_Msl.8723.faa.msa	167479_Msl.8723.faa.msa.tree.	M. lignano
F5815_MSL_G1	BOX15_Mlig014683g3, BOX15_Mlig014683g1, BOX15_Mlig014683g4	167490_Msl.8734.faa	167490_Msl.8734.faa.msa	167490_Msl.8734.faa.msa.tree.	M. lignano
F5816_MSL_G1	BOX15_Mlig024268g1, BOX15_Mlig024268g4	167491_Msl.8735.faa	167491_Msl.8735.faa.msa	167491_Msl.8735.faa.msa.tree.	M. lignano
F5817_MSL_G1	BOX15_Mlig017286g4, BOX15_Mlig017286g3, BOX15_Mlig003749g2	167494_Msl.8738.faa	167494_Msl.8738.faa.msa	167494_Msl.8738.faa.msa.tree.	M. lignano
F5818_MSL_G1	BOX15_Mlig003749g8, BOX15_Mlig003749g9, BOX15_Mlig003749g1, BOX15_Mlig003749g4, BOX15_Mlig003749g5, BOX15_Mlig003749g10, BOX15_Mlig003749g3	167496_Msl.8740.faa	167496_Msl.8740.faa.msa	167496_Msl.8740.faa.msa.tree.	M. lignano
F5819_MSL_G1	BOX15_Mlig022173g2, BOX15_Mlig022173g3	167499_Msl.8743.faa	167499_Msl.8743.faa.msa	167499_Msl.8743.faa.msa.tree.	M. lignano
F5820_MSL_G1	BOX15_Mlig033474g2, BOX15_Mlig022939g4, BOX15_Mlig022939g6, BOX15_Mlig022939g3, BOX15_Mlig022939g2, BOX15_Mlig022939g1	167504_Msl.8748.faa	167504_Msl.8748.faa.msa	167504_Msl.8748.faa.msa.tree.	M. lignano
F5821_MSL_G1	BOX15_Mlig000991g2, BOX15_Mlig000991g7	167505_Msl.8749.faa	167505_Msl.8749.faa.msa	167505_Msl.8749.faa.msa.tree.	M. lignano
F5822_MSL_G1	BOX15_Mlig008651g1, BOX15_Mlig030257g2	167511_Msl.8755.faa	167511_Msl.8755.faa.msa	167511_Msl.8755.faa.msa.tree.	M. lignano
F5823_MSL_G1	BOX15_Mlig015939g2, BOX15_Mlig015939g1	167512_Msl.8756.faa	167512_Msl.8756.faa.msa	167512_Msl.8756.faa.msa.tree.	M. lignano
F5824_MSL_G1	BOX15_Mlig006517g1, BOX15_Mlig032119g4	167517_Msl.8761.faa	167517_Msl.8761.faa.msa	167517_Msl.8761.faa.msa.tree.	M. lignano
F5825_MSL_G1	BOX15_Mlig031815g1, BOX15_Mlig012366g1, BOX15_Mlig032103g1	167521_Msl.8765.faa	167521_Msl.8765.faa.msa	167521_Msl.8765.faa.msa.tree.	M. lignano
F5826_MSL_G1	BOX15_Mlig019960g2, BOX15_Mlig019960g1	167522_Msl.8766.faa	167522_Msl.8766.faa.msa	167522_Msl.8766.faa.msa.contree.tree.	M. lignano
F5827_MSL_G1	BOX15_Mlig027399g2, BOX15_Mlig027399g1	167523_Msl.8767.faa	167523_Msl.8767.faa.msa	167523_Msl.8767.faa.msa.tree.	M. lignano
F5828_MSL_G1	BOX15_Mlig011881g1, BOX15_Mlig006070g1, BOX15_Mlig006070g2, BOX15_Mlig029877g1	167525_Msl.8769.faa	167525_Msl.8769.faa.msa	167525_Msl.8769.faa.msa.tree.	M. lignano
F5829_MSL_G1	BOX15_Mlig013503g1, BOX15_Mlig013503g2, BOX15_Mlig015122g1	167526_Msl.8770.faa	167526_Msl.8770.faa.msa	167526_Msl.8770.faa.msa.tree.	M. lignano
F5830_MSL_G1	BOX15_Mlig032593g1, BOX15_Mlig032593g4, BOX15_Mlig032593g2	167528_Msl.8772.faa	167528_Msl.8772.faa.msa	167528_Msl.8772.faa.msa.tree.	M. lignano
F5831_MSL_G1	BOX15_Mlig022033g1, BOX15_Mlig009458g1	167529_Msl.8773.faa	167529_Msl.8773.faa.msa	167529_Msl.8773.faa.msa.tree.	M. lignano
F5832_MSL_G1	BOX15_Mlig025834g1, BOX15_Mlig003760g3, BOX15_Mlig022104g1, BOX15_Mlig003760g1, BOX15_Mlig003760g2	167530_Msl.8774.faa	167530_Msl.8774.faa.msa	167530_Msl.8774.faa.msa.tree.	M. lignano
F5833_MSL_G1	BOX15_Mlig000465g3, BOX15_Mlig000465g1, BOX15_Mlig026753g1	167534_Msl.8778.faa	167534_Msl.8778.faa.msa	167534_Msl.8778.faa.msa.tree.	M. lignano
F5834_MSL_G1	BOX15_Mlig001868g2, BOX15_Mlig024249g2	167535_Msl.8779.faa	167535_Msl.8779.faa.msa	167535_Msl.8779.faa.msa.tree.	M. lignano
F5835_MSL_G1	BOX15_Mlig013955g5, BOX15_Mlig013955g3, BOX15_Mlig013955g4	167536_Msl.8780.faa	167536_Msl.8780.faa.msa	167536_Msl.8780.faa.msa.tree.	M. lignano
F5836_MSL_G1	BOX15_Mlig016610g3, BOX15_Mlig001430g2, BOX15_Mlig025826g4	167538_Msl.8782.faa	167538_Msl.8782.faa.msa	167538_Msl.8782.faa.msa.tree.	M. lignano
F5837_MSL_G1	BOX15_Mlig025826g5, BOX15_Mlig001430g3, BOX15_Mlig016610g4	167539_Msl.8783.faa	167539_Msl.8783.faa.msa	167539_Msl.8783.faa.msa.tree.	M. lignano
F5838_MSL_G1	BOX15_Mlig016610g2, BOX15_Mlig016610g1, BOX15_Mlig016610g5	167540_Msl.8784.faa	167540_Msl.8784.faa.msa	167540_Msl.8784.faa.msa.tree.	M. lignano
F5839_MSL_G1	BOX15_Mlig009650g1, BOX15_Mlig002815g1, BOX15_Mlig009650g2	167542_Msl.8786.faa	167542_Msl.8786.faa.msa	167542_Msl.8786.faa.msa.tree.	M. lignano
F5840_MSL_G1	BOX15_Mlig002206g3, BOX15_Mlig002206g2, BOX15_Mlig002206g1	167543_Msl.8787.faa	167543_Msl.8787.faa.msa	167543_Msl.8787.faa.msa.tree.	M. lignano
F5841_MSL_G1	BOX15_Mlig024445g3, BOX15_Mlig024445g1, BOX15_Mlig024445g2	167544_Msl.8788.faa	167544_Msl.8788.faa.msa	167544_Msl.8788.faa.msa.tree.	M. lignano
F5842_MSL_G1	BOX15_Mlig018424g1, BOX15_Mlig026635g2, BOX15_Mlig019573g1, BOX15_Mlig030478g2, BOX15_Mlig030478g1, BOX15_Mlig026635g1, BOX15_Mlig010192g1	167545_Msl.8789.faa	167545_Msl.8789.faa.msa	167545_Msl.8789.faa.msa.tree.	M. lignano
F5843_MSL_G1	BOX15_Mlig024249g1, BOX15_Mlig003088g15	167546_Msl.8790.faa	167546_Msl.8790.faa.msa	167546_Msl.8790.faa.msa.tree.	M. lignano
F5844_MSL_G1	BOX15_Mlig014094g1, BOX15_Mlig012377g3, BOX15_Mlig012377g1	167548_Msl.8792.faa	167548_Msl.8792.faa.msa	167548_Msl.8792.faa.msa.tree.	M. lignano
F5845_MSL_G1	BOX15_Mlig026706g11, BOX15_Mlig034461g3, BOX15_Mlig010056g4, BOX15_Mlig026706g4, BOX15_Mlig026706g2, BOX15_Mlig012455g3	167549_Msl.8793.faa	167549_Msl.8793.faa.msa	167549_Msl.8793.faa.msa.tree.	M. lignano
F5846_MSL_G1	BOX15_Mlig016075g2, BOX15_Mlig007578g2	167554_Msl.8798.faa	167554_Msl.8798.faa.msa	167554_Msl.8798.faa.msa.tree.	M. lignano
F5847_MSL_G1	BOX15_Mlig016075g1, BOX15_Mlig030684g1, BOX15_Mlig017178g1, BOX15_Mlig007578g1	167555_Msl.8799.faa	167555_Msl.8799.faa.msa	167555_Msl.8799.faa.msa.tree.	M. lignano
F5848_MSL_G1	BOX15_Mlig017017g7, BOX15_Mlig017017g13, BOX15_Mlig017017g11, BOX15_Mlig017017g16, BOX15_Mlig017017g15, BOX15_Mlig017017g1, BOX15_Mlig017017g2, BOX15_Mlig017017g10, BOX15_Mlig017017g3, BOX15_Mlig017017g12, BOX15_Mlig017017g6	167556_Msl.8800.faa	167556_Msl.8800.faa.msa	167556_Msl.8800.faa.msa.tree.	M. lignano
F5849_MSL_G1	BOX15_Mlig009602g3, BOX15_Mlig009602g1	167558_Msl.8802.faa	167558_Msl.8802.faa.msa	167558_Msl.8802.faa.msa.tree.	M. lignano
F5850_MSL_G1	BOX15_Mlig019706g2, BOX15_Mlig012933g1, BOX15_Mlig019706g1	167568_Msl.8812.faa	167568_Msl.8812.faa.msa	167568_Msl.8812.faa.msa.tree.	M. lignano
F5851_MSL_G1	BOX15_Mlig013665g3, BOX15_Mlig013665g1, BOX15_Mlig013665g2, BOX15_Mlig013665g4	167575_Msl.8819.faa	167575_Msl.8819.faa.msa	167575_Msl.8819.faa.msa.tree.	M. lignano
F5852_MSL_G1	BOX15_Mlig024247g4, BOX15_Mlig024247g2, BOX15_Mlig025424g1, BOX15_Mlig012757g2, BOX15_Mlig019074g3, BOX15_Mlig020018g1, BOX15_Mlig012757g1, BOX15_Mlig020862g1, BOX15_Mlig002321g1	167579_Msl.8823.faa	167579_Msl.8823.faa.msa	167579_Msl.8823.faa.msa.contree.tree.	M. lignano
F5853_MSL_G1	BOX15_Mlig000425g3, BOX15_Mlig029049g1, BOX15_Mlig028857g4	167585_Msl.8829.faa	167585_Msl.8829.faa.msa	167585_Msl.8829.faa.msa.tree.	M. lignano
F5854_MSL_G1	BOX15_Mlig026775g2, BOX15_Mlig026775g1	167603_Msl.8847.faa	167603_Msl.8847.faa.msa	167603_Msl.8847.faa.msa.tree.	M. lignano
F5855_MSL_G1	BOX15_Mlig024156g1, BOX15_Mlig012685g1	167612_Msl.8856.faa	167612_Msl.8856.faa.msa	167612_Msl.8856.faa.msa.tree.	M. lignano
