Family	Model	Degrees of freedom	LnL	# sites (BEB pp > 0.95)	# sites (BEB pp > 0.99)	dN	dS	dN/dS	Num. sites (BEB pp > 0.95)	Num. sites (BEB pp > 0.99)
F38809_SMAR_G1	M1	5.0	-2575.997602	0	0	0.0005	0.0005	1.0		
F58332_TSAG_G1	M1	5.0	-376.823763	0	0	0.0	0.0009	0.0		
F58332_TSAG_G1	M2	7.0	-376.823728	0	0	0.0	0.0035	0.0	0.0	0.0
F24071_MLIG_G1	M1	6.0	-2313.203075	0	0	0.0015	0.0113	0.1335		
F24071_MLIG_G1	M2	8.0	-2312.946247	0	0	0.0	0.0	0.1711	0.0	0.0
F20942_MLIG_G1	M2	9.0	-1006.195787	0	0	0.0	0.0	1.516	0.0	0.0
F20942_MLIG_G1	M1	7.0	-1010.333838	0	0	0.0	0.0	0.3863		
F5259_MLIG_G1	M1	5.0	-2340.892436	0	0	0.0	0.0002	0.0		
F5259_MLIG_G1	M2	7.0	-2340.892324	0	0	0.0	0.009	0.0	0.0	0.0
F73181_MLIG_G1	M1	5.0	-743.182646	0	0	0.0019	0.0211	0.0919		
F73181_MLIG_G1	M2	7.0	-742.692395	0	0	0.0	0.0	6.5548	0.0	0.0
F104226_MLIG_G1	M1	6.0	-2957.491624	0	0	0.0038	0.0205	0.188		
F104226_MLIG_G1	M2	8.0	-2957.491619	0	0	0.0038	0.0205	0.188	0.0	0.0
F123434_HMIC_G1	M2	9.0	-355.810088	0	0	0.0	0.0	1.0001	0.0	0.0
F123434_HMIC_G1	M1	7.0	-355.810088	0	0	16.6667	16.6667	1.0		
F80668_MLIG_G1	M1	7.0	-908.53785	0	0	0.0	0.0	0.1109		
F80668_MLIG_G1	M2	9.0	-908.53785	0	0	0.0	0.0	0.1109	0.0	0.0
F125721_TSAG_G1	M2	7.0	-779.832384	0	0	0.0	0.0	1.1597	0.0	0.0
F125721_TSAG_G1	M1	5.0	-779.92707	0	0	0.0	0.0	0.7164		
F7814_MLIG_G1	M2	7.0	-2060.502764	0	0	0.0	0.0	1.0	0.0	0.0
F7814_MLIG_G1	M1	5.0	-2060.502794	0	0	0.0	0.0	1.0		
F107992_MLIG_G1	M1	5.0	-1719.227948	0	0	0.0877	0.2073	0.4231		
F107992_MLIG_G1	M2	7.0	-1618.985391	0	0	2.4776	0.0121	205.1402	48.0	38.0
F91322_HMIC_G1	M2	7.0	-2391.997363	0	0	0.0007	0.0014	0.491	0.0	0.0
F91322_HMIC_G1	M1	5.0	-2391.997363	0	0	0.0	0.0	0.4909		
F98734_SMED_G1	M1	6.0	-593.072417	0	0	0.0	0.0	0.9556		
F98734_SMED_G1	M2	8.0	-592.988544	0	0	0.0	0.0	0.9668	0.0	0.0
F547_MLIG_G1	M1	6.0	-427.812529	0	0	0.0	0.1133	0.0		
F547_MLIG_G1	M2	8.0	-427.812297	0	0	0.0	0.1133	0.0	0.0	0.0
F86053_MLIG_G1	M1	5.0	-3540.508525	0	0	1.1297	1.394	0.8104		
F86053_MLIG_G1	M2	7.0	-3520.878517	0	0	3.4601	0.2011	17.2038	245.0	127.0
F38899_SMED_G1	M2	7.0	-1434.855832	0	0	0.2017	0.7848	0.257	0.0	0.0
F38899_SMED_G1	M1	5.0	-1434.855832	0	0	0.2017	0.7848	0.257		
F42002_TSOL_G1	M1	5.0	-437.564702	0	0	0.0826	0.1315	0.6281		
F42002_TSOL_G1	M2	7.0	-434.489892	0	0	0.9577	0.0803	11.9238	1.0	0.0
F120320_MLIG_G1	M2	8.0	-1002.028651	0	0	0.0	0.0	1.463	0.0	0.0
F120320_MLIG_G1	M1	6.0	-1002.145913	0	0	0.0073	0.0073	1.0		
F75857_EGRA_G1	M2	7.0	-561.329463	0	0	0.0	0.0	0.0	0.0	0.0
F75857_EGRA_G1	M1	5.0	-561.329511	0	0	0.0	0.0	0.0		
F39897_MLIG_G1	M2	8.0	-1411.620884	0	0	0.0042	0.0073	0.5723	0.0	0.0
F39897_MLIG_G1	M1	6.0	-1411.620885	0	0	0.0042	0.0073	0.5723		
F53638_MLIG_G1	M1	6.0	-535.874501	0	0	0.0	0.0	0.3071		
F53638_MLIG_G1	M2	8.0	-535.874501	0	0	0.0	0.0	0.3071	0.0	0.0
F117368_MLIG_G1	M1	5.0	-2181.580798	0	0	0.0025	0.0179	0.1396		
F117368_MLIG_G1	M2	7.0	-2181.580796	0	0	0.0	0.0	0.1396	0.0	0.0
F248_MLIG_G1	M2	8.0	-2163.07733	0	0	0.0038	0.0292	0.1307	0.0	0.0
F248_MLIG_G1	M1	6.0	-2163.07737	0	0	0.0038	0.0292	0.1307		
F114220_HDIM_G1	M1	5.0	-541.888623	0	0	0.0	0.0	0.0		
F114220_HDIM_G1	M2	7.0	-541.888688	0	0	0.0	0.0	0.4908	0.0	0.0
F99995_MLIG_G1	M2	7.0	-2099.114703	0	0	26.3789	0.0697	378.3683	191.0	149.0
F99995_MLIG_G1	M1	5.0	-2134.108196	0	0	0.566	0.7519	0.7527		
F112679_MLIG_G1	M1	6.0	-773.661105	0	0	0.0	0.0	0.7434		
F112679_MLIG_G1	M2	8.0	-773.661106	0	0	0.0	0.0	0.8856	0.0	0.0
F82126_TSAG_G1	M2	8.0	-730.279091	0	0	0.1704	0.0124	13.725	2.0	0.0
F82126_TSAG_G1	M1	6.0	-740.626772	0	0	0.012	0.0233	0.5153		
F43658_MLIG_G1	M2	8.0	-2854.44349	0	0	0.0	0.0	0.0774	0.0	0.0
F43658_MLIG_G1	M1	6.0	-2854.443679	0	0	0.0	0.0	0.0774		
F109625_MLIG_G1	M1	12.0	-733.192429	0	0	0.0	0.0	0.155		
F109625_MLIG_G1	M2	14.0	-733.192305	0	0	0.0	0.0	0.1557	0.0	0.0
F77785_MLIG_G1	M1	5.0	-2450.166822	0	0	0.0022	0.005	0.4396		
F77785_MLIG_G1	M2	7.0	-2447.580317	0	0	0.0	0.0	0.9812	0.0	0.0
F125905_SMAN_G1	M1	5.0	-351.980761	0	0	0.0038	0.0038	1.0		
F125905_SMAN_G1	M2	7.0	-351.644792	0	0	0.0	0.0	999.0	0.0	0.0
F1186_MLIG_G1	M1	5.0	-730.044793	0	0	0.0061	0.0154	0.3958		
F1186_MLIG_G1	M2	7.0	-714.665481	0	0	0.105	0.0034	31.228	4.0	2.0
F117327_MLIG_G1	M1	5.0	-4745.827246	0	0	0.0013	0.0146	0.0872		
F117327_MLIG_G1	M2	7.0	-4745.840913	0	0	0.0	0.0	0.0896	0.0	0.0
F69314_MLIG_G1	M2	8.0	-1307.717891	0	0	0.0	0.0	0.0	0.0	0.0
F69314_MLIG_G1	M1	6.0	-1307.717995	0	0	0.0	0.0	0.0		
F54790_TREG_G1	M2	7.0	-475.303985	0	0	3.188	0.0771	41.3382	0.0	0.0
F54790_TREG_G1	M1	5.0	-478.810224	0	0	0.1018	0.1301	0.7827		
F85075_MLIG_G1	M2	7.0	-954.335263	0	0	0.0	0.0079	0.0	0.0	0.0
F85075_MLIG_G1	M1	5.0	-954.335333	0	0	0.0	0.0083	0.0		
F4951_MLIG_G1	M1	6.0	-87.441372	0	0	0.0	0.0	0.7434		
F4951_MLIG_G1	M2	8.0	-87.441371	0	0	0.0	0.0	0.4443	0.0	0.0
F98703_MLIG_G1	M2	7.0	-2419.994136	0	0	0.0	0.0	0.0822	0.0	0.0
F98703_MLIG_G1	M1	5.0	-2419.994147	0	0	0.0017	0.0214	0.0819		
F18810_HDIM_G1	M2	7.0	-210.266478	0	0	4.2061	1.5196	2.768	0.0	0.0
F18810_HDIM_G1	M1	5.0	-210.277533	0	0	5.6197	5.6197	1.0		
F95446_EMUL_G1	M2	7.0	-322.034596	0	0	26.3916	0.0812	324.8603	27.0	21.0
F95446_EMUL_G1	M1	5.0	-326.469659	0	0	1.3212	1.7469	0.7563		
F17019_MLIG_G1	M2	7.0	-1074.01204	0	0	0.0081	0.0162	0.5029	0.0	0.0
F17019_MLIG_G1	M1	5.0	-1074.212906	0	0	0.0027	0.014	0.194		
F25095_MLIG_G1	M2	8.0	-978.116614	0	0	23.3184	2.0832	11.1937	13.0	0.0
F25095_MLIG_G1	M1	6.0	-979.371854	0	0	1.1728	1.1728	1.0		
F118941_CSIN_G1	M2	7.0	-1046.753202	0	0	16.6667	16.6667	1.0	0.0	0.0
F118941_CSIN_G1	M1	5.0	-1047.072837	0	0	16.6626	16.6626	1.0		
F20213_MLIG_G1	M2	8.0	-850.387612	0	0	0.0029	0.0292	0.0979	0.0	0.0
F20213_MLIG_G1	M1	6.0	-850.387619	0	0	0.0029	0.0292	0.0979		
F104639_MLIG_G1	M2	7.0	-1069.735108	0	0	0.0	0.0	0.4224	0.0	0.0
F104639_MLIG_G1	M1	5.0	-1069.735108	0	0	0.0039	0.0093	0.4224		
F51568_MLIG_G1	M2	8.0	-1371.762409	0	0	0.0	0.0	1.7302	0.0	0.0
F51568_MLIG_G1	M1	6.0	-1371.819899	0	0	0.0	0.0	1.0		
F97100_SMED_G1	M2	7.0	-1052.054942	0	0	0.0	0.0028	0.0	0.0	0.0
F97100_SMED_G1	M1	5.0	-1052.068618	0	0	0.0	0.0028	0.0		
F34423_MLIG_G1	M2	8.0	-1361.644943	0	0	0.0	0.0	0.2596	0.0	0.0
F34423_MLIG_G1	M1	6.0	-1361.644951	0	0	0.0	0.0	0.2596		
F108265_FHEP_G1	M1	14.0	-1769.79739	0	0	0.4559	0.4559	1.0		
F108265_FHEP_G1	M2	16.0	-1769.796764	0	0	1.8905	1.8905	1.0	0.0	0.0
F39571_MLIG_G1	M1	6.0	-813.102519	0	0	0.0	0.0	0.4236		
F39571_MLIG_G1	M2	8.0	-813.102518	0	0	0.0	0.0	0.4236	0.0	0.0
F37690_HDIM_G1	M2	7.0	-1225.955525	0	0	0.0	0.0	83.9914	0.0	0.0
F37690_HDIM_G1	M1	5.0	-1227.244625	0	0	0.0004	0.0004	1.0		
F75338_SMED_G1	M2	7.0	-407.033046	0	0	1.2254	0.9393	1.3046	0.0	0.0
F75338_SMED_G1	M1	5.0	-407.189118	0	0	0.5569	1.1866	0.4693		
F28733_SMAN_G1	M2	7.0	-1564.745861	0	0	0.0684	0.1411	0.4846	0.0	0.0
F28733_SMAN_G1	M1	5.0	-1565.623291	0	0	0.0603	0.17	0.3548		
F62139_SMED_G1	M1	5.0	-509.869442	0	0	0.0008	0.0008	1.0		
F62139_SMED_G1	M2	7.0	-509.704606	0	0	0.0	0.0	129.0118	0.0	0.0
F128256_MLIG_G1	M2	8.0	-969.341753	0	0	0.0048	0.0719	0.0662	0.0	0.0
F128256_MLIG_G1	M1	6.0	-969.341784	0	0	0.0048	0.0719	0.0662		
F35889_MLIG_G1	M1	5.0	-3283.316017	0	0	0.0029	0.0096	0.3016		
F35889_MLIG_G1	M2	7.0	-3271.086217	0	0	0.0	0.0	4.5479	0.0	0.0
F25993_MLIG_G1	M1	6.0	-187.521132	0	0	0.0	0.0	0.4837		
F25993_MLIG_G1	M2	8.0	-178.109852	0	0	0.0	0.0	297.7027	8.0	4.0
F123043_MLIG_G1	M2	8.0	-1165.828044	0	0	0.0	0.0	1.455	0.0	0.0
F123043_MLIG_G1	M1	6.0	-1165.946599	0	0	0.0111	0.0111	1.0		
F12336_MLIG_G1	M1	7.0	-491.154727	0	0	0.0	0.0	0.0		
F12336_MLIG_G1	M2	9.0	-491.154805	0	0	0.0	0.0	0.6069	0.0	0.0
F90367_MLIG_G1	M2	8.0	-1030.295014	0	0	0.0	0.0	0.893	0.0	0.0
F90367_MLIG_G1	M1	6.0	-1031.586198	0	0	0.0	0.0	0.4979		
F27002_MLIG_G1	M1	5.0	-1481.412824	0	0	0.0172	0.0197	0.8741		
F27002_MLIG_G1	M2	7.0	-1475.173435	0	0	0.0279	0.0108	2.5759	1.0	0.0
F55590_MLIG_G1	M2	8.0	-2264.056755	0	0	0.0	0.0	2.773	0.0	0.0
F55590_MLIG_G1	M1	6.0	-2277.970366	0	0	0.0	0.0	0.204		
F45294_MLIG_G1	M1	5.0	-461.242639	0	0	0.0029	0.0222	0.1295		
F45294_MLIG_G1	M2	7.0	-461.201537	0	0	0.0	0.0	0.1961	0.0	0.0
F119952_MLIG_G1	M2	7.0	-812.276594	0	0	0.0	0.0	138.6564	0.0	0.0
F119952_MLIG_G1	M1	5.0	-812.276663	0	0	0.0	0.0	1.0		
F56958_MLIG_G1	M1	6.0	-806.827744	0	0	0.0	0.0	0.1327		
F56958_MLIG_G1	M2	8.0	-806.827378	0	0	0.0	0.0	0.1362	0.0	0.0
F62414_MLIG_G1	M2	14.0	-1153.370453	0	0	0.0	0.0	0.6171	0.0	0.0
F62414_MLIG_G1	M1	12.0	-1153.370498	0	0	0.0	0.0	0.6195		
F62991_MLIG_G1	M2	7.0	-2299.784804	0	0	0.0	0.0	0.1242	0.0	0.0
F62991_MLIG_G1	M1	5.0	-2299.786204	0	0	0.0	0.0	0.1232		
F49183_MLIG_G1	M2	8.0	-243.743218	0	0	0.0	0.0	0.1154	0.0	0.0
F49183_MLIG_G1	M1	6.0	-243.743355	0	0	5.1631	44.8088	0.1152		
F28159_SMED_G1	M2	7.0	-908.070269	0	0	12.3799	12.3799	1.0	0.0	0.0
F28159_SMED_G1	M1	5.0	-908.070269	0	0	16.6626	16.6626	1.0		
F71172_TREG_G1	M1	6.0	-806.23352	0	0	0.0	0.0	0.9938		
F71172_TREG_G1	M2	8.0	-806.218561	0	0	0.0	0.0	0.6646	0.0	0.0
F53457_MLIG_G1	M2	7.0	-322.932303	0	0	0.003	0.0054	0.5529	0.0	0.0
F53457_MLIG_G1	M1	5.0	-322.932303	0	0	0.007	0.0127	0.5529		
F82912_MLIG_G1	M2	8.0	-1164.712171	0	0	0.0	0.0	0.0402	0.0	0.0
F82912_MLIG_G1	M1	6.0	-1164.658479	0	0	0.0	0.0	0.0466		
F12121_TREG_G1	M1	5.0	-297.551685	0	0	0.0237	0.0346	0.6865		
F12121_TREG_G1	M2	7.0	-297.470267	0	0	0.0277	0.0296	0.9353	0.0	0.0
F44216_MLIG_G1	M2	7.0	-515.014341	0	0	0.0031	0.0085	0.3643	0.0	0.0
F44216_MLIG_G1	M1	5.0	-515.014341	0	0	0.0064	0.0176	0.3643		
F49028_MCOR_G1	M2	7.0	-2493.211989	0	0	0.0862	0.2188	0.3939	0.0	0.0
F49028_MCOR_G1	M1	5.0	-2494.121527	0	0	0.0696	0.2191	0.3177		
F113081_TREG_G1	M1	5.0	-2561.071708	0	0	0.0	0.0	1.0		
F113081_TREG_G1	M2	7.0	-2560.713404	0	0	0.0	0.0	319.1001	0.0	0.0
F88167_MLIG_G1	M2	7.0	-2438.963606	0	0	0.0	0.0	0.2429	0.0	0.0
F88167_MLIG_G1	M1	5.0	-2438.963606	0	0	0.0039	0.0161	0.2429		
F86932_TASI_G1	M2	7.0	-367.904536	0	0	0.0	0.0	0.0	0.0	0.0
F86932_TASI_G1	M1	5.0	-367.904595	0	0	0.0	0.0	0.2758		
F10004_MLIG_G1	M2	7.0	-1159.278991	0	0	0.0	0.0	110.8241	0.0	0.0
F10004_MLIG_G1	M1	5.0	-1159.27905	0	0	0.0	0.0	1.0		
F59096_HDIM_G1	M2	14.0	-157.78649	0	0	0.0	0.0	922.319	12.0	12.0
F59096_HDIM_G1	M1	12.0	-159.182606	0	0	0.0	0.0	0.9234		
F88406_MLIG_G1	M2	7.0	-1122.973017	0	0	0.0	0.0	0.4984	0.0	0.0
F88406_MLIG_G1	M1	5.0	-1122.973018	0	0	0.0045	0.009	0.4984		
F128449_MLIG_G1	M2	7.0	-1786.774962	0	0	0.0009	0.0113	0.0779	0.0	0.0
F128449_MLIG_G1	M1	5.0	-1786.788931	0	0	0.0	0.0	0.0602		
F1944_MLIG_G1	M1	5.0	-655.968679	0	0	0.1734	0.3102	0.5589		
F1944_MLIG_G1	M2	7.0	-646.372562	0	0	26.2742	0.0845	311.1081	9.0	0.0
F119294_MLIG_G1	M1	5.0	-935.165241	0	0	0.0084	0.0218	0.3867		
F119294_MLIG_G1	M2	7.0	-931.50687	0	0	0.0192	0.014	1.371	0.0	0.0
F23226_MLIG_G1	M1	6.0	-2513.870547	0	0	0.0007	0.0104	0.0673		
F23226_MLIG_G1	M2	8.0	-2513.870534	0	0	0.0007	0.0104	0.0673	0.0	0.0
F114077_MLIG_G1	M1	6.0	-683.970075	0	0	0.0	0.0	0.8907		
F114077_MLIG_G1	M2	8.0	-683.970075	0	0	0.0	0.0	0.8907	0.0	0.0
F30172_MLIG_G1	M2	8.0	-608.021424	0	0	0.0	0.0	16.5243	6.0	2.0
F30172_MLIG_G1	M1	6.0	-624.70657	0	0	0.0	0.0	0.3154		
F2910_MLIG_G1	M2	8.0	-3155.970198	0	0	0.0007	0.0071	0.1002	0.0	0.0
F2910_MLIG_G1	M1	6.0	-3155.970199	0	0	0.0007	0.0071	0.1002		
F118615_MLIG_G1	M1	6.0	-605.34871	0	0	0.0	0.0	0.0		
F118615_MLIG_G1	M2	8.0	-605.348626	0	0	0.0	0.0	0.0	0.0	0.0
F113023_MLIG_G1	M1	5.0	-492.246615	0	0	0.0023	0.0223	0.1043		
F113023_MLIG_G1	M2	7.0	-492.246612	0	0	0.0	0.0	0.1043	0.0	0.0
F76462_SMAN_G1	M2	8.0	-228.898745	0	0	0.0	0.0	0.8856	0.0	0.0
F76462_SMAN_G1	M1	6.0	-228.898743	0	0	0.0	0.0	0.7434		
F20464_MLIG_G1	M2	8.0	-1196.228949	0	0	0.0	0.0037	0.0	0.0	0.0
F20464_MLIG_G1	M1	6.0	-1196.228993	0	0	0.0	0.0037	0.0		
F52834_MLIG_G1	M1	6.0	-1079.324656	0	0	0.0025	0.0025	1.0		
F52834_MLIG_G1	M2	8.0	-1078.729643	0	0	0.0	0.0	999.0	0.0	0.0
F116942_MLIG_G1	M1	6.0	-2050.39127	0	0	0.0	0.0	0.09		
F116942_MLIG_G1	M2	8.0	-2050.391063	0	0	0.0	0.0	0.0901	0.0	0.0
F54254_SHAE_G1	M1	5.0	-834.409071	0	0	0.0055	0.0205	0.2704		
F54254_SHAE_G1	M2	7.0	-834.409069	0	0	0.0064	0.0237	0.2704	0.0	0.0
F19400_SMED_G1	M2	8.0	-850.781202	0	0	0.0	0.0	0.406	0.0	0.0
F19400_SMED_G1	M1	6.0	-850.754685	0	0	0.0	0.0	0.6349		
F52425_SMAN_G1	M1	6.0	-350.859	0	0	0.0	0.0	0.7434		
F52425_SMAN_G1	M2	8.0	-350.859001	0	0	0.0	0.0	0.8856	0.0	0.0
F79388_MLIG_G1	M2	8.0	-901.114411	0	0	0.0	0.0	9.8519	27.0	3.0
F79388_MLIG_G1	M1	6.0	-910.586562	0	0	0.0	0.0	0.7108		
F8935_MLIG_G1	M2	9.0	-1773.991864	0	0	1.6549	4.4816	0.3693	0.0	0.0
F8935_MLIG_G1	M1	7.0	-1773.991864	0	0	1.6549	4.4817	0.3693		
F112770_EMUL_G1	M1	5.0	-409.664276	0	0	0.0	0.0	0.0		
F112770_EMUL_G1	M2	7.0	-409.664301	0	0	0.0	0.0	0.7752	0.0	0.0
F71368_SCUR_G1	M2	7.0	-1663.986687	0	0	0.0085	0.0246	0.3441	0.0	0.0
F71368_SCUR_G1	M1	5.0	-1663.986688	0	0	0.0072	0.021	0.3441		
F61896_MLIG_G1	M2	7.0	-1307.247372	0	0	0.0245	0.0153	1.6038	0.0	0.0
F61896_MLIG_G1	M1	5.0	-1308.879618	0	0	0.0164	0.0173	0.945		
F50274_MLIG_G1	M2	8.0	-263.078482	0	0	0.0	0.0	0.8856	0.0	0.0
F50274_MLIG_G1	M1	6.0	-263.078482	0	0	0.0	0.0	0.7434		
F22280_SHAE_G1	M2	7.0	-862.396026	0	0	0.0	0.0	60.0541	0.0	0.0
F22280_SHAE_G1	M1	5.0	-862.701318	0	0	0.0	0.0	1.0		
F66856_MLIG_G1	M1	5.0	-2480.581792	0	0	2.8362	2.8362	1.0		
F66856_MLIG_G1	M2	7.0	-2477.82092	0	0	23.7093	1.1355	20.8803	217.0	102.0
F26734_MLIG_G1	M2	7.0	-1731.961461	0	0	8.8158	0.0282	312.5618	116.0	76.0
F26734_MLIG_G1	M1	5.0	-1787.754345	0	0	0.2926	0.5462	0.5357		
F34472_MLIG_G1	M1	6.0	-1827.447352	0	0	0.0	0.0	0.5678		
F34472_MLIG_G1	M2	8.0	-1820.47303	0	0	0.0	0.0	2.1934	0.0	0.0
F75950_MLIG_G1	M1	5.0	-672.167849	0	0	0.0	0.0	0.0		
F75950_MLIG_G1	M2	7.0	-672.167849	0	0	0.0	0.0	0.0	0.0	0.0
F60557_MLIG_G1	M2	8.0	-226.262268	0	0	0.0	0.0	0.0	0.0	0.0
F60557_MLIG_G1	M1	6.0	-226.262287	0	0	0.0	0.0	0.0		
F46981_MLIG_G1	M2	8.0	-1196.365712	0	0	0.0112	0.0421	0.2665	0.0	0.0
F46981_MLIG_G1	M1	6.0	-1196.997215	0	0	0.0028	0.0424	0.0659		
F44891_MLIG_G1	M1	5.0	-2252.204073	0	0	0.0049	0.0224	0.221		
F44891_MLIG_G1	M2	7.0	-2251.444213	0	0	0.0	0.0	0.283	0.0	0.0
F59909_SMED_G1	M1	5.0	-1514.186073	0	0	0.0006	0.0019	0.3182		
F59909_SMED_G1	M2	7.0	-1514.186073	0	0	0.0032	0.0099	0.3182	0.0	0.0
F91363_CSIN_G1	M1	5.0	-1796.971422	0	0	1.1651	1.4887	0.7826		
F91363_CSIN_G1	M2	7.0	-1795.84531	0	0	22.7302	0.6598	34.4521	10.0	0.0
F90131_SMAT_G1	M2	7.0	-1345.497942	0	0	0.0	0.0	0.3992	0.0	0.0
F90131_SMAT_G1	M1	5.0	-1345.49785	0	0	0.0	0.0	0.3959		
F108586_TSAG_G1	M2	7.0	-456.587195	0	0	0.0	0.0103	0.0	0.0	0.0
F108586_TSAG_G1	M1	5.0	-456.5874	0	0	0.0	0.0221	0.0		
F44016_MLIG_G1	M1	14.0	-676.202684	0	0	0.0	0.0	0.0086		
F44016_MLIG_G1	M2	16.0	-676.202684	0	0	0.0	0.0	0.0086	0.0	0.0
F12263_MLIG_G1	M2	7.0	-562.053362	0	0	0.0	0.0	0.0	0.0	0.0
F12263_MLIG_G1	M1	5.0	-562.053477	0	0	0.0	0.0044	0.0		
F91583_MLIG_G1	M1	5.0	-364.390824	0	0	0.0	0.0	0.0		
F91583_MLIG_G1	M2	7.0	-364.390824	0	0	0.0	0.0	0.0	0.0	0.0
F48291_SCUR_G1	M2	7.0	-2052.956466	0	0	0.0	0.0	0.0	0.0	0.0
F48291_SCUR_G1	M1	5.0	-2052.956466	0	0	0.0	0.0	0.0		
F46371_MLIG_G1	M2	7.0	-773.389224	0	0	0.0	0.0	0.1854	0.0	0.0
F46371_MLIG_G1	M1	5.0	-773.389225	0	0	0.0021	0.0112	0.1854		
F27918_MLIG_G1	M2	30.0	-3457.288641	0	0	7.3384	7.3384	1.0	0.0	0.0
F27918_MLIG_G1	M1	28.0	-3457.289555	0	0	7.3433	7.3433	1.0		
F96051_HDIM_G1	M1	6.0	-1445.309597	0	0	0.0	0.0	0.7434		
F96051_HDIM_G1	M2	8.0	-1445.309597	0	0	0.0	0.0	0.8857	0.0	0.0
F20926_CSIN_G1	M2	7.0	-441.710633	0	0	0.0	0.0	0.7752	0.0	0.0
F20926_CSIN_G1	M1	5.0	-441.710558	0	0	0.0	0.0	0.0		
F28_TREG_G1	M1	5.0	-1695.199975	0	0	1.9229	1.9229	1.0		
F28_TREG_G1	M2	7.0	-1693.014103	0	0	22.1077	0.8951	24.6974	166.0	102.0
F62873_SMED_G1	M2	7.0	-742.336198	0	0	0.0	0.0	0.0	0.0	0.0
F62873_SMED_G1	M1	5.0	-742.336324	0	0	0.0	0.0009	0.0		
F78808_MLIG_G1	M1	6.0	-3318.696171	0	0	0.0003	0.0074	0.0423		
F78808_MLIG_G1	M2	8.0	-3318.69616	0	0	0.0003	0.0074	0.0423	0.0	0.0
F102384_MLIG_G1	M2	14.0	-268.235073	0	0	0.0	0.0	0.0202	0.0	0.0
F102384_MLIG_G1	M1	12.0	-268.235073	0	0	0.0	0.0	0.0202		
F62955_MLIG_G1	M1	6.0	-3156.113872	0	0	0.0	0.0	0.1984		
F62955_MLIG_G1	M2	8.0	-3156.113871	0	0	0.0	0.0	0.1984	0.0	0.0
F33514_TSAG_G1	M2	7.0	-256.392283	0	0	1.8818	1.8818	1.0	0.0	0.0
F33514_TSAG_G1	M1	5.0	-256.392283	0	0	1.8818	1.8818	1.0		
F104561_MLIG_G1	M1	6.0	-898.482755	0	0	0.0	0.0	0.3884		
F104561_MLIG_G1	M2	8.0	-898.482755	0	0	0.0	0.0	0.3884	0.0	0.0
F13661_SMED_G1	M1	5.0	-950.058058	0	0	16.6667	16.6667	1.0		
F13661_SMED_G1	M2	7.0	-950.058028	0	0	13.9505	42.1528	0.331	0.0	0.0
F24038_MLIG_G1	M1	5.0	-921.99319	0	0	0.0	0.0	1.0		
F24038_MLIG_G1	M2	7.0	-921.993206	0	0	0.0	0.0	0.7753	0.0	0.0
F130043_MLIG_G1	M1	5.0	-274.191617	0	0	0.0	0.0	0.0		
F130043_MLIG_G1	M2	7.0	-274.191617	0	0	0.0	0.0	0.0	0.0	0.0
F96731_OVIV_G1	M2	7.0	-240.219103	0	0	0.0	0.0	0.7752	0.0	0.0
F96731_OVIV_G1	M1	5.0	-240.219087	0	0	0.0	0.0	0.0686		
F64379_MLIG_G1	M2	8.0	-2668.572486	0	0	0.0	0.0	0.7686	0.0	0.0
F64379_MLIG_G1	M1	6.0	-2668.721047	0	0	0.0	0.0	0.5908		
F96704_HDIM_G1	M1	6.0	-393.398798	0	0	0.171	0.1971	0.8677		
F96704_HDIM_G1	M2	8.0	-393.252525	0	0	0.166	0.158	1.0506	0.0	0.0
F77074_TSAG_G1	M2	7.0	-243.734764	0	0	16.1472	18.4369	0.8758	0.0	0.0
F77074_TSAG_G1	M1	5.0	-243.734764	0	0	16.1472	18.4369	0.8758		
F17289_MLIG_G1	M2	8.0	-824.309246	0	0	0.0	0.0	0.1381	0.0	0.0
F17289_MLIG_G1	M1	6.0	-826.923223	0	0	0.0137	0.0137	1.0		
F113994_MLIG_G1	M1	5.0	-669.0462	0	0	0.004	0.0364	0.1099		
F113994_MLIG_G1	M2	7.0	-669.046196	0	0	0.0033	0.03	0.1099	0.0	0.0
F23892_EGRA_G1	M1	5.0	-325.026828	0	0	0.0085	0.0085	1.0		
F23892_EGRA_G1	M2	7.0	-324.217292	0	0	0.0	0.0	999.0	0.0	0.0
F4896_FHEP_G1	M2	7.0	-251.627802	0	0	1.4593	2.83	0.5157	0.0	0.0
F4896_FHEP_G1	M1	5.0	-251.444806	0	0	1.2945	86.0206	0.015		
F101061_SMED_G1	M2	7.0	-1389.017816	0	0	1.7166	100.7386	0.017	0.0	0.0
F101061_SMED_G1	M1	5.0	-1389.017817	0	0	1.7173	100.735	0.017		
F38602_MLIG_G1	M1	6.0	-1266.63019	0	0	0.0	0.0	1.0		
F38602_MLIG_G1	M2	8.0	-1242.501117	0	0	0.0	0.0	3.6732	8.0	0.0
F113167_MLIG_G1	M1	7.0	-4065.925155	0	0	0.4078	1.5893	0.2566		
F113167_MLIG_G1	M2	9.0	-4065.925155	0	0	0.4078	1.5893	0.2566	0.0	0.0
F57328_MLIG_G1	M1	5.0	-1238.876242	0	0	0.2235	0.4678	0.4777		
F57328_MLIG_G1	M2	7.0	-1173.424606	0	0	7.3889	0.0189	390.9745	69.0	48.0
F66543_TREG_G1	M1	6.0	-673.255288	0	0	11.5501	11.5501	1.0		
F66543_TREG_G1	M2	8.0	-673.25529	0	0	12.238	12.238	1.0	0.0	0.0
